animate_dead/logs/606343dc411d5_line_coverage_logs.txt
Processing animate_dead/logs/606343dc411d5_line_coverage_logs.txt
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 232-232
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1452-1452
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1453-1453
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1454-1454
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1455-1455
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1456-1456
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1457-1457
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1458-1458
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1460-1469
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1471-1471
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1472-1472
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1473-1473
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 238-238
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 239-239
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 240-240
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 240-241
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 259-259
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 11-11
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 15-15
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.lib.php: 16-16
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.lib.php: 31-31
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 19-19
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 21-21
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 24-24
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 32-35
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1405-1405
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1407-1407
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1411-1411
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1413-1413
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1423-1423
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1425-1428
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1431-1431
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1436-1436
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1437-1437
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1440-1440
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1442-1442
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1367-1367
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1371-1371
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1373-1373
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1374-1374
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1376-1376
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1378-1378
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1380-1380
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1382-1382
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1385-1385
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1387-1387
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1389-1389
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1393-1393
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1395-1395
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 38-38
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 41-41
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 42-42
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 47-47
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 49-49
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 51-51
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 53-53
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 56-56
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 59-59
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 60-60
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 63-63
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 67-67
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 74-74
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 114-114
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 115-115
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 119-119
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ErrorHandler.php: 422-422
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ErrorHandler.php: 112-112
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ErrorHandler.php: 115-115
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 121-121
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 123-123
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 123-124
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 130-130
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 135-135
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/session.inc.php: 141-141
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 269-269
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 275-324
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 329-329
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 394-394
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 395-395
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 330-330
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 337-337
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 339-339
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 343-343
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 350-350
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 353-353
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 372-372
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 373-373
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 375-375
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 396-396
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 852-852
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 853-853
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 107-107
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 112-112
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 117-117
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 122-122
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 123-123
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 144-144
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 149-149
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 162-162
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 167-167
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 168-168
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 169-169
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 170-170
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 402-402
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/core.lib.php: 109-109
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 408-408
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 426-426
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 427-427
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 441-441
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 0-0
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 10-10
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 11-11
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 18-18
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 651-651
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 652-652
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 654-654
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 815-815
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 825-825
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 834-834
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 835-835
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 788-788
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 789-789
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 734-734
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 735-735
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 737-737
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 703-703
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 705-705
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 706-706
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 664-664
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 667-667
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 672-672
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 674-674
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 679-679
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 680-682
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 683-683
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 683-685
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 687-687
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 691-691
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 693-693
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 714-714
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 738-738
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 739-739
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 740-740
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 741-747
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 0-0
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 10-10
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 18-18
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 38-38
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 39-39
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 40-40
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 41-41
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 42-42
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 44-44
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 45-45
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 759-759
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 790-790
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 791-791
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 836-836
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 837-837
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 442-442
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 171-171
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 174-174
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/functions.php: 36-36
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 72-72
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 73-73
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 76-76
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 212-212
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 213-213
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 215-215
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 216-216
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 220-220
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 175-175
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/functions.php: 47-47
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 190-190
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 176-176
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/functions.php: 66-66
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 200-200
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 179-179
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 161-161
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 182-182
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 186-186
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 189-189
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 190-190
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 191-191
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 194-194
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/functions.php: 92-94
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 153-153
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 154-154
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 157-157
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 158-158
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 159-159
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 164-164
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 98-98
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 100-100
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 101-101
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 102-102
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 103-103
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 105-105
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 106-106
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 106-110
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 111-111
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 113-113
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 124-124
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 129-129
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 132-132
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 136-136
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 141-141
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 166-166
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 167-167
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 168-168
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 169-169
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 176-176
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 0-0
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 26-26
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 35-35
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 98-98
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 99-99
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 101-101
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Loader.php: 179-179
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 149-149
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/vendor/phpmyadmin/motranslator/src/Translator.php: 152-152
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Language.php: 197-197
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 893-893
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/LanguageManager.php: 893-895
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 445-445
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 446-446
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 447-447
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 457-457
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1140-1140
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1141-1141
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1142-1142
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 458-458
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1166-1166
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/Config.php: 1175-1175
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 464-464
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 481-481
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 489-489
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 494-494
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 496-496
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 499-499
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 506-506
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 513-513
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 517-517
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 519-519
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 520-520
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 524-524
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/common.inc.php: 530-530
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ThemeManager.php: 0-0
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ThemeManager.php: 10-10
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ThemeManager.php: 17-17
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ThemeManager.php: 477-477
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ThemeManager.php: 86-86
/home/ubuntu/debloating_templates/phpMyAdmin-4.7.0-all-languages/libraries/ThemeManager.php: 87-87
